texto,comando,resposta_item,opcoes
"Se você quer ser um sucesso, estudar na Universidade de Waikato é certo para você. A universidade é reconhecida internacionalmente por sua excelência e realizações. Ele irá ajudá-lo a desenvolver habilidades avançadas de pesquisa. Como estudante universitário, você pode obter instalações de pesquisa de primeira classe com professores treinados para ajudar, apoiar e aconselhá-lo em seu estudo. Nós nos orgulhamos de nossos altos padrões, nosso sucesso de pesquisa e nosso reconhecimento internacional. Para obter mais informações: infwaikato. Wenz Degree. Informações: infwaikato.ac.nz. Grau Oferecemos uma ampla escolha de graus de bacharel para estudantes internacionais, que inclui: Artes, Estudos de Comunicação, Ciências Sociais, etc. Bacharel em Música e Bacharel em Educação são apenas para cidadãos da Nova Zelândia, para mais informações: degwaikato.ac.nz. As taxas de matrícula são diferentes de departamento para departamento, geralmente de US $ 5.000 a US $ 6.000 por ano. Para mais informações: Você pode ter um quarto em um apartamento de 4 quartos, que custará cerca de US $ 100 por mês com outros custos de vida regulares de cerca de US $ 150 por mês para uma pessoa. Para obter mais informações: accwaikato. ac.nz Saúde O Serviço de Saúde do Estudante oferece excelentes serviços médicos para estudantes. O Centro Médico está aberto cinco dias por semana, incluindo férias de estudantes com quatro médicos e enfermeiros para atender às suas necessidades médicas. Para mais informações: curewaikato.ac.nz Sports Centre. Centro de esportes é um ótimo lugar para ter atividades esportivas. Professores de exercícios treinados podem ajudá-lo a elaborar um plano de treinamento e mantê-lo ativo. O salão de esportes tem quadras de vôlei, basquete e futebol indoor e uma piscina também. Há também um grande número de clubes esportivos em Waikato. Para mais informações: sport waikato.ac.nz","De acordo com o texto, o que você fará se estiver doente durante as férias de Natal?",C,"['Vá a um hospital próximo.', 'Compre algum medicamento em uma farmácia.', 'Consulte um médico no centro médico da escola.', 'Tente obter ajuda de seus colegas de classe.']"
"Quando se chega a alguma encruzilhada, ele ou ela vê um sinal que diz que os motoristas têm que parar quando eles vêm para a estrada principal à frente. Em outras encruzilhadas, os motoristas têm que ir devagar, mas eles realmente não têm que parar a menos que, é claro, há algo vindo ao longo da estrada principal; e em outros ainda, eles não têm que parar ou ir devagar, porque eles são eles mesmos na estrada principal. O Sr. Williams, que sempre foi um muito cuidadoso motorista em casa, Uma noite, quando chegou a casa do trabalho, quando chegou a uma encruzilhada. Tinha um sinal de ""SLOW"". Ele abrandou quando chegou à estrada principal, olhou para os dois lados para ver que nada estava chegando e depois atravessou sem parar completamente. Imediatamente ele ouviu um apito da polícia, então ele puxou para o lado da estrada e parou. Um policial caminhou até ele com um caderno e uma caneta na mão e disse: ""Você não parou"". O Sr. Williams respondeu: ""Ele apenas diz 'SLOW', e eu fui devagar."" O policial olhou ao seu redor, e um olhar de surpresa veio sobre seu rosto. Então ele colocou seu caderno e caneta, arranhou a cabeça e disse: ""Bem, eu estou na rua errada!""",Sr. Williams estava dirigindo _ uma noite.,C,"['para uma festa', 'para o seu escritório', 'depois do trabalho em casa', 'para trabalhar a partir de casa']"
"Quando se chega a alguma encruzilhada, ele ou ela vê um sinal que diz que os motoristas têm que parar quando eles vêm para a estrada principal à frente. Em outras encruzilhadas, os motoristas têm que ir devagar, mas eles realmente não têm que parar a menos que, é claro, há algo vindo ao longo da estrada principal; e em outros ainda, eles não têm que parar ou ir devagar, porque eles são eles mesmos na estrada principal. O Sr. Williams, que sempre foi um muito cuidadoso motorista em casa, Uma noite, quando chegou a casa do trabalho, quando chegou a uma encruzilhada. Tinha um sinal de ""SLOW"". Ele abrandou quando chegou à estrada principal, olhou para os dois lados para ver que nada estava chegando e depois atravessou sem parar completamente. Imediatamente ele ouviu um apito da polícia, então ele puxou para o lado da estrada e parou. Um policial caminhou até ele com um caderno e uma caneta na mão e disse: ""Você não parou"". O Sr. Williams respondeu: ""Ele apenas diz 'SLOW', e eu fui devagar."" O policial olhou ao seu redor, e um olhar de surpresa veio sobre seu rosto. Então ele colocou seu caderno e caneta, arranhou a cabeça e disse: ""Bem, eu estou na rua errada!""","Quando ele foi parado por um policial, ele _.",D,"['estava dirigindo em alta velocidade', 'estava dirigindo para a estrada principal', 'ia parar o carro dele', 'estava dirigindo lentamente']"
"Quando se chega a alguma encruzilhada, ele ou ela vê um sinal que diz que os motoristas têm que parar quando eles vêm para a estrada principal à frente. Em outras encruzilhadas, os motoristas têm que ir devagar, mas eles realmente não têm que parar a menos que, é claro, há algo vindo ao longo da estrada principal; e em outros ainda, eles não têm que parar ou ir devagar, porque eles são eles mesmos na estrada principal. O Sr. Williams, que sempre foi um muito cuidadoso motorista em casa, Uma noite, quando chegou a casa do trabalho, quando chegou a uma encruzilhada. Tinha um sinal de ""SLOW"". Ele abrandou quando chegou à estrada principal, olhou para os dois lados para ver que nada estava chegando e depois atravessou sem parar completamente. Imediatamente ele ouviu um apito da polícia, então ele puxou para o lado da estrada e parou. Um policial caminhou até ele com um caderno e uma caneta na mão e disse: ""Você não parou"". O Sr. Williams respondeu: ""Ele apenas diz 'SLOW', e eu fui devagar."" O policial olhou ao seu redor, e um olhar de surpresa veio sobre seu rosto. Então ele colocou seu caderno e caneta, arranhou a cabeça e disse: ""Bem, eu estou na rua errada!""",O Sr. Williams continuou dirigindo na travessia porque _.,C,"['Ele não viu nenhum sinal lá.', 'Ele não deu atenção às regras de trânsito', 'ele não teve que parar', 'Ele estava ansioso para voltar para casa']"
"Quando se chega a alguma encruzilhada, ele ou ela vê um sinal que diz que os motoristas têm que parar quando eles vêm para a estrada principal à frente. Em outras encruzilhadas, os motoristas têm que ir devagar, mas eles realmente não têm que parar a menos que, é claro, há algo vindo ao longo da estrada principal; e em outros ainda, eles não têm que parar ou ir devagar, porque eles são eles mesmos na estrada principal. O Sr. Williams, que sempre foi um muito cuidadoso motorista em casa, Uma noite, quando chegou a casa do trabalho, quando chegou a uma encruzilhada. Tinha um sinal de ""SLOW"". Ele abrandou quando chegou à estrada principal, olhou para os dois lados para ver que nada estava chegando e depois atravessou sem parar completamente. Imediatamente ele ouviu um apito da polícia, então ele puxou para o lado da estrada e parou. Um policial caminhou até ele com um caderno e uma caneta na mão e disse: ""Você não parou"". O Sr. Williams respondeu: ""Ele apenas diz 'SLOW', e eu fui devagar."" O policial olhou ao seu redor, e um olhar de surpresa veio sobre seu rosto. Então ele colocou seu caderno e caneta, arranhou a cabeça e disse: ""Bem, eu estou na rua errada!""","Olhando em volta do Sr. Williams, o policial ficou surpreso porque _.",B,"['ele conheceu um homem louco', 'Ele percebeu que ele mesmo estava enganado', 'O Sr. Williams ousou falar com ele assim.', 'O Sr. Williams não pediria desculpas a ele']"
"Ao viajar satisfaz diferentes necessidades de vários tipos de pessoas, os aventureiros mais sérios esperam fazer algumas conexões enquanto estão experimentando outra cultura. Descobrir outro modo de vida é fascinante e leva a uma compreensão mais profunda da própria cultura também. No entanto, pode ser difícil conhecer pessoas e costumes se a viagem for passada em um hotel. Uma escolha melhor para obter informações sobre a cultura de um país é o couchsurfing. O Couchsurfing é gratuito e garante uma visão mais profunda da cultura de um país. É grátis, e garante um encontro próximo de algum tipo, pois permite que você fique no sofá de um local ou em um quarto de hóspedes. Os viajantes podem procurar oportunidades de couchsurf no Couchsurfing.com, onde anfitriões e surfistas podem se conectar, criar e visualizar perfis e trocar informações. ""Encontrar seus amigos, ver como eles funcionam e ver como as pessoas estavam realmente vivendo são tão pessoais. Eu realmente gosto da oportunidade de obter um conhecimento puro da vida de alguém"", diz recentemente Meghan, "" Meghan Sinnott, que recentemente couchsurfou na Dinamarca, Holanda e Suécia. O projeto formal do Couchsurfing já existe há algum tempo. Foi iniciado em 1999 por Casey Fenton, que estava em uma viagem barata para a Islândia de Boston. Encontrando-se sem um lugar para ficar, ele enviou e-mail para mais de mil estudantes da Universidade da Islândia e obteve mais de 50 respostas oferecendo-lhe um sofá gratuito. Quando ele retornou à sua cidade natal Boston, ele decidiu transformar a experiência em um site. Embora alguns viajantes possam ter medo da ideia de dormir em um sofá nunca visto ou tomar uma xícara de café com um completo estranho no meio do país, outros aproveitam a chance de entrar no desconhecido. E isso nos diz exatamente o que é o couchsurf - aprender sobre o mundo e um estranho de cada vez.",As pessoas escolhem o couchsurf enquanto viajam principalmente para _ .,B,"['ver belas cenas', 'Experiência de diferentes culturas', 'poupar dinheiro', 'escrever artigos de viagem']"
"Ao viajar satisfaz diferentes necessidades de vários tipos de pessoas, os aventureiros mais sérios esperam fazer algumas conexões enquanto estão experimentando outra cultura. Descobrir outro modo de vida é fascinante e leva a uma compreensão mais profunda da própria cultura também. No entanto, pode ser difícil conhecer pessoas e costumes se a viagem for passada em um hotel. Uma escolha melhor para obter informações sobre a cultura de um país é o couchsurfing. O Couchsurfing é gratuito e garante uma visão mais profunda da cultura de um país. É grátis, e garante um encontro próximo de algum tipo, pois permite que você fique no sofá de um local ou em um quarto de hóspedes. Os viajantes podem procurar oportunidades de couchsurf no Couchsurfing.com, onde anfitriões e surfistas podem se conectar, criar e visualizar perfis e trocar informações. ""Encontrar seus amigos, ver como eles funcionam e ver como as pessoas estavam realmente vivendo são tão pessoais. Eu realmente gosto da oportunidade de obter um conhecimento puro da vida de alguém"", diz recentemente Meghan, "" Meghan Sinnott, que recentemente couchsurfou na Dinamarca, Holanda e Suécia. O projeto formal do Couchsurfing já existe há algum tempo. Foi iniciado em 1999 por Casey Fenton, que estava em uma viagem barata para a Islândia de Boston. Encontrando-se sem um lugar para ficar, ele enviou e-mail para mais de mil estudantes da Universidade da Islândia e obteve mais de 50 respostas oferecendo-lhe um sofá gratuito. Quando ele retornou à sua cidade natal Boston, ele decidiu transformar a experiência em um site. Embora alguns viajantes possam ter medo da ideia de dormir em um sofá nunca visto ou tomar uma xícara de café com um completo estranho no meio do país, outros aproveitam a chance de entrar no desconhecido. E isso nos diz exatamente o que é o couchsurf - aprender sobre o mundo e um estranho de cada vez.",Podemos inferir a partir da passagem que _.,D,"['É fácil conhecer pessoas e costumes se você passar seu tempo de viagem em um hotel', 'Todo mundo gosta de viajar para outra cultura através do couchsurf', 'você não deve trocar nenhuma informação antes da sua primeira reunião', 'Todas as pessoas não aceitam o sofá surfando com prazer']"
"Ao viajar satisfaz diferentes necessidades de vários tipos de pessoas, os aventureiros mais sérios esperam fazer algumas conexões enquanto estão experimentando outra cultura. Descobrir outro modo de vida é fascinante e leva a uma compreensão mais profunda da própria cultura também. No entanto, pode ser difícil conhecer pessoas e costumes se a viagem for passada em um hotel. Uma escolha melhor para obter informações sobre a cultura de um país é o couchsurfing. O Couchsurfing é gratuito e garante uma visão mais profunda da cultura de um país. É grátis, e garante um encontro próximo de algum tipo, pois permite que você fique no sofá de um local ou em um quarto de hóspedes. Os viajantes podem procurar oportunidades de couchsurf no Couchsurfing.com, onde anfitriões e surfistas podem se conectar, criar e visualizar perfis e trocar informações. ""Encontrar seus amigos, ver como eles funcionam e ver como as pessoas estavam realmente vivendo são tão pessoais. Eu realmente gosto da oportunidade de obter um conhecimento puro da vida de alguém"", diz recentemente Meghan, "" Meghan Sinnott, que recentemente couchsurfou na Dinamarca, Holanda e Suécia. O projeto formal do Couchsurfing já existe há algum tempo. Foi iniciado em 1999 por Casey Fenton, que estava em uma viagem barata para a Islândia de Boston. Encontrando-se sem um lugar para ficar, ele enviou e-mail para mais de mil estudantes da Universidade da Islândia e obteve mais de 50 respostas oferecendo-lhe um sofá gratuito. Quando ele retornou à sua cidade natal Boston, ele decidiu transformar a experiência em um site. Embora alguns viajantes possam ter medo da ideia de dormir em um sofá nunca visto ou tomar uma xícara de café com um completo estranho no meio do país, outros aproveitam a chance de entrar no desconhecido. E isso nos diz exatamente o que é o couchsurf - aprender sobre o mundo e um estranho de cada vez.",Qual das seguintes descreve melhor a atitude do autor em relação ao couchsurf?,B,"['Desinteressado.', 'Apoio.', 'Duvido.', 'desaprovação.']"
"Warley Woods Community Trust Bem-vindo ao nosso terceiro boletim informativo do ano! Nossa principal atividade para março é o nosso Walk for the Woods eventos de angariação de fundos no sábado, 17 de março, começando a qualquer momento entre as 10h e as 14h. Vamos caminhar a distância entre Warley Woods e Tipperary. É realmente um longo caminho-80 milhas. Quanto mais pessoas que você pode obter patrocinar você, mais dinheiro podemos levantar para ajudar a olhar o nosso site de madeira. no nosso site. Os voluntários de domingo plantaram duas abelhas e em carvalho na semana passada. Isso foi graças ao dinheiro da Big Tree Plant e a Lisa e Gordon Whitiker, cujos amigos deram dinheiro para as grandes árvores em vez de para seus presentes de casamento. Graças a todos que participaram. Havia 15 voluntários no Dia de Treinamento de História Oral que foi liderado por Avely por Julia Letts. O grupo será oferecido novamente e começará a entrevistar as pessoas felizes. nos oferecemos para contar suas histórias. Estamos felizes em ouvir de outras pessoas que gostariam de ser entrevistadas sobre suas memórias dos bosques para o projeto. Se você ou alguém que você conhece está interessado, ligue para Viv Cole no escritório. Este projeto é financiado pelo Heritage Lottery Fund. Houve uma enorme resposta às atividades das escolas florestais realizadas a meio prazo. Estes serão realizados novamente durante as férias de Páscoa nas seguintes datas: 4 de abril, das 12h às 3h. p.m. para mais de 8s. No dia 12 de abril formulário 10h às 12h00, haverá um piquenique de ursos de pelúcia para os menores de 8s. Todos estes devem ser reservados com antecedência. Finalmente, não se esqueça do rolo de ovo de Páscoa no feriado do banco, 9 de abril, olhando às 11h. Traga seu próprio ovo cozido e decorado para rolar a colina na floresta. O primeiro ano passado será o acabamento a competição das crianças. Estamos ansiosos para vê-los todos em breve, em um dos nossos muitos eventos.",Qual dos seguintes será no dia 9 de abril?,C,"['Caminhada para os bosques', 'Piquenique dos Ursinhos', 'O Easter Egg Roll', 'O Dia de Treinamento História Oral']"
"Warley Woods Community Trust Bem-vindo ao nosso terceiro boletim informativo do ano! Nossa principal atividade para março é o nosso Walk for the Woods eventos de angariação de fundos no sábado, 17 de março, começando a qualquer momento entre as 10h e as 14h. Vamos caminhar a distância entre Warley Woods e Tipperary. É realmente um longo caminho-80 milhas. Quanto mais pessoas que você pode obter patrocinar você, mais dinheiro podemos levantar para ajudar a olhar o nosso site de madeira. no nosso site. Os voluntários de domingo plantaram duas abelhas e em carvalho na semana passada. Isso foi graças ao dinheiro da Big Tree Plant e a Lisa e Gordon Whitiker, cujos amigos deram dinheiro para as grandes árvores em vez de para seus presentes de casamento. Graças a todos que participaram. Havia 15 voluntários no Dia de Treinamento de História Oral que foi liderado por Avely por Julia Letts. O grupo será oferecido novamente e começará a entrevistar as pessoas felizes. nos oferecemos para contar suas histórias. Estamos felizes em ouvir de outras pessoas que gostariam de ser entrevistadas sobre suas memórias dos bosques para o projeto. Se você ou alguém que você conhece está interessado, ligue para Viv Cole no escritório. Este projeto é financiado pelo Heritage Lottery Fund. Houve uma enorme resposta às atividades das escolas florestais realizadas a meio prazo. Estes serão realizados novamente durante as férias de Páscoa nas seguintes datas: 4 de abril, das 12h às 3h. p.m. para mais de 8s. No dia 12 de abril formulário 10h às 12h00, haverá um piquenique de ursos de pelúcia para os menores de 8s. Todos estes devem ser reservados com antecedência. Finalmente, não se esqueça do rolo de ovo de Páscoa no feriado do banco, 9 de abril, olhando às 11h. Traga seu próprio ovo cozido e decorado para rolar a colina na floresta. O primeiro ano passado será o acabamento a competição das crianças. Estamos ansiosos para vê-los todos em breve, em um dos nossos muitos eventos.",O Heritage Lottery Fund fornece dinheiro para,B,"['ajudar a cuidar da terra de madeira', 'coletar histórias sobre a comunidade', 'Atividades para as Escolas Florestais', 'organize a competição de férias da Páscoa']"
"Warley Woods Community Trust Bem-vindo ao nosso terceiro boletim informativo do ano! Nossa principal atividade para março é o nosso Walk for the Woods eventos de angariação de fundos no sábado, 17 de março, começando a qualquer momento entre as 10h e as 14h. Vamos caminhar a distância entre Warley Woods e Tipperary. É realmente um longo caminho-80 milhas. Quanto mais pessoas que você pode obter patrocinar você, mais dinheiro podemos levantar para ajudar a olhar o nosso site de madeira. no nosso site. Os voluntários de domingo plantaram duas abelhas e em carvalho na semana passada. Isso foi graças ao dinheiro da Big Tree Plant e a Lisa e Gordon Whitiker, cujos amigos deram dinheiro para as grandes árvores em vez de para seus presentes de casamento. Graças a todos que participaram. Havia 15 voluntários no Dia de Treinamento de História Oral que foi liderado por Avely por Julia Letts. O grupo será oferecido novamente e começará a entrevistar as pessoas felizes. nos oferecemos para contar suas histórias. Estamos felizes em ouvir de outras pessoas que gostariam de ser entrevistadas sobre suas memórias dos bosques para o projeto. Se você ou alguém que você conhece está interessado, ligue para Viv Cole no escritório. Este projeto é financiado pelo Heritage Lottery Fund. Houve uma enorme resposta às atividades das escolas florestais realizadas a meio prazo. Estes serão realizados novamente durante as férias de Páscoa nas seguintes datas: 4 de abril, das 12h às 3h. p.m. para mais de 8s. No dia 12 de abril formulário 10h às 12h00, haverá um piquenique de ursos de pelúcia para os menores de 8s. Todos estes devem ser reservados com antecedência. Finalmente, não se esqueça do rolo de ovo de Páscoa no feriado do banco, 9 de abril, olhando às 11h. Traga seu próprio ovo cozido e decorado para rolar a colina na floresta. O primeiro ano passado será o acabamento a competição das crianças. Estamos ansiosos para vê-los todos em breve, em um dos nossos muitos eventos.",A passagem foi escrita para,A,"['informar as pessoas sobre os próximos eventos', 'Incentivar as pessoas a trabalharem como voluntárias', 'Convidar as pessoas a participarem da competição', 'Conte às pessoas sobre alguma organização famosa']"
"O pensamento de decisão não é diferente do poker - muitas vezes importa não apenas o que você pensa, mas também o que os outros pensam que você pensa e o que você acha que eles pensam.O processo mental é semelhante.Naturalmente, este jogo de cartas tem sido muitas vezes de considerável interesse para as pessoas que são, por quaisquer padrões, bons pensadores.O grande matemático John von Neumann foi um dos fundadores da teoria dos jogos.Em particular, ele mostrou que todos os jogos caem em duas classes: há o que ele chamou de jogos perfeitos ' jogos de 'informações perfeitas', jogos como xadrez onde os jogadores não podem esconder nada ou jogar truques: eles não ganham por acaso, mas por meio de lógica e habilidades.Depois há jogos de 'informações imperfeitas', 1ike poker, em que é impossível saber com antecedência que um curso de ação é melhor do que outro. Uma ideia equivocada sobre negócios é que ele pode ser tratado como um jogo de informações perfeitas.Quate o reverso. são jogos que devemos normalmente jogar com informações muito imperfeitas.Decisões de negócios são muitas vezes feitas com muitos fatores desconhecidos e incognoscíveis que até mesmo intrigam os melhores jogadores de poker.Mas poucas pessoas de negócios acham confortável admitir que estão tendo uma chance, e muitos ainda preferem acreditar que estão jogando xadrez, não poker.",O assunto discutido neste texto é _,A,"['O processo de tomada de decisões', 'A diferença entre o poker e o xadrez', 'O segredo de fazer bons planos de negócios', 'O valor da informação nos jogos vencedores']"
